name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost,listed_type,listed_city,price_segment,rating_category
Karma Kaapi,Yes,No,4.4,181,"+91 9380908955
+91 7483024632",Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",250,Delivery,Banashankari,Low,Excellent
Tiwari's,Yes,No,3.8,70,"+91 9844733389
+91 7829398815",Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",200,Delivery,Banashankari,Low,Good
Pizza Stop,Yes,No,3.8,164,080 46640404,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",600,Delivery,Banashankari,Medium,Good
Biggies Burger 'n' More,Yes,No,3.6,58,"+91 9972972950
+91 9663729632",Kumaraswamy Layout,Quick Bites,"Burgers, Fries, Mojito, Chicken Burger","Cafe, Burger, Beverages",650,Delivery,Banashankari,Medium,Good
Srinathji's Cafe,No,No,3.8,148,"080 26600704
+91 9342593424",Basavanagudi,"Casual Dining, Cafe","Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda","North Indian, Cafe, Chinese, Fast Food",550,Delivery,Banashankari,Medium,Good
Kollapuri's,No,No,3.9,206,080 41205839,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",450,Delivery,Banashankari,Medium,Good
RS Shiv Sagar,No,No,3.7,217,"080 26604686
080 26600115",Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",450,Delivery,Banashankari,Medium,Good
Harshi Super Sandwich,No,No,3.8,148,+91 9900924729,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150,Delivery,Banashankari,Low,Good
Ugadi,Yes,No,2.9,177,+91 9742231320,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700,Delivery,Banashankari,Medium,Poor
Subway,Yes,No,3.7,136,"080 42136088
080 26719446",Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",600,Delivery,Banashankari,Medium,Good
The Lassi Park,Yes,No,4.1,185,+91 8095957665,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",200,Delivery,Banashankari,Low,Excellent
A2B - Adyar Ananda Bhavan,Yes,No,3.8,155,"080 26746999
080 26748999",Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, North Indian, Chinese, Street Food",400,Delivery,Banashankari,Medium,Good
Srikrishna Bhavan,Yes,No,3.8,42,"+91 9590895055
+91 9845664745",Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",300,Delivery,Banashankari,Low,Good
Timepass Dinner,Yes,No,3.8,286,"+91 9980040002
+91 9980063005",Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,600,Delivery,Banashankari,Medium,Good
Green Gardenia,Yes,No,3.8,160,"080 26698822
+91 9945704570",Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",700,Delivery,Banashankari,Medium,Good
J Spice,Yes,No,3.8,59,"+91 8026739252
+91 9008520007",Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",750,Delivery,Banashankari,Premium,Good
Hatti Kaapi,Yes,No,4,89,080 40942666,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200,Delivery,Banashankari,Low,Excellent
Upahara Darshini,Yes,No,3.9,40,080 22454581,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600,Delivery,Banashankari,Medium,Good
The Chaat Shop,Yes,No,2.5,35,+91 9066510817,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200,Delivery,Banashankari,Low,Poor
My Tea House,Yes,No,3.6,62,"080 65975430
+91 7337733798",Banashankari,"Quick Bites, Cafe","Pasta, Iced Tea","Italian, Fast Food, Cafe, European",600,Delivery,Banashankari,Medium,Good
Samskruti - Sanman Gardenia,Yes,No,4.1,139,"080 26570711
+91 9663684499",Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550,Delivery,Banashankari,Medium,Excellent
Chumma Delicious,Yes,No,3.7,237,"+91 9341262402
+91 9108648373",Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",200,Delivery,Banashankari,Low,Good
New Prashanth Hotel,Yes,No,3.9,388,"080 49569558
+91 8197819686",Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",650,Delivery,Banashankari,Medium,Good
Dwaraka Grand,Yes,No,3.9,128,+91 9448214873,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",500,Delivery,Banashankari,Medium,Good
Gufha - The President Hotel,Yes,Yes,4.1,1875,"080 41808777
+91 9900265022",Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai",1200,Delivery,Banashankari,Premium,Excellent
Cafe Vivacity,Yes,No,3.8,90,"080 26768182
+91 9845704455",Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650,Delivery,Banashankari,Medium,Good
Mojo Pizza - 2X Toppings,Yes,No,4.2,179,022 33252828,Banashankari,Delivery,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",Pizza,600,Delivery,Banashankari,Medium,Excellent
South Kitchen,Yes,No,4.3,275,+91 9880980009,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100,Delivery,Banashankari,Low,Excellent
Chung Wah,Yes,No,3.7,323,"+91 9108945477
+91 9108945277",Jayanagar,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",850,Delivery,Banashankari,Premium,Good
Prems Graama Bhojanam,Yes,No,4.3,322,"080 26630542
+91 9611980542",Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,400,Delivery,Banashankari,Medium,Excellent
Java City,Yes,No,2.6,157,080 41654693,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450,Delivery,Banashankari,Medium,Poor
Kamat Bugle Rock,Yes,No,3.9,543,080 26605734,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300,Delivery,Banashankari,Low,Good
Woodee Pizza,Yes,No,3.7,180,+91 7406822844,Banashankari,Cafe,"Pizza, Garlic Bread","Cafe, Pizza, Fast Food, Beverages",500,Delivery,Banashankari,Medium,Good
Puliyogare Point,Yes,No,4.2,444,"+91 9986953484
+91 9880156235",Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,100,Delivery,Banashankari,Low,Excellent
Bangalore Agarwal Bhavan,Yes,No,3.9,134,"+91 9880988500
+91 9342943356",Jayanagar,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",400,Delivery,Banashankari,Medium,Good
Rustic Stove,Yes,No,3.8,577,"080 26547755
+91 9686372742",Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900,Delivery,Banashankari,Premium,Good
De Thaali,Yes,No,3.9,144,080 22445267,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550,Delivery,Banashankari,Medium,Good
Spice Elephant,Yes,No,4.1,787,080 41714161,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",800,Delivery,Banashankari,Premium,Excellent
Matru Sagar,Yes,No,3.6,84,+91 9972368854,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250,Delivery,Banashankari,Low,Good
Sea Spice by 7 Star,Yes,Yes,4,349,080 49653393,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200,Delivery,Banashankari,Premium,Excellent
Desi Dawat,Yes,No,3.7,248,+91 6363331588,Kumaraswamy Layout,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",400,Delivery,Banashankari,Medium,Good
Cafe Aira,Yes,No,4.1,216,"+91 9980570955
080 41121975",Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500,Delivery,Banashankari,Medium,Excellent
Penthouse Cafe,Yes,No,4,324,"+91 8884135549
+91 9449449316",Banashankari,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",700,Delivery,Banashankari,Medium,Excellent
Mast Punjabi,Yes,No,2.6,231,+91 7338562176,Kumaraswamy Layout,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",400,Delivery,Banashankari,Medium,Poor
South Grand,Yes,No,3.4,102,080 26394647,Uttarahalli,Casual Dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",400,Delivery,Banashankari,Medium,Good
Catch-up-ino,Yes,No,3.9,133,"+91 9972988038
+91 9900121238",Banashankari,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery,Banashankari,Premium,Good
The Pizzeria,Yes,No,2.8,45,"+91 9845154172
+91 9620344606",Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",800,Delivery,Banashankari,Premium,Poor
Ruchis Point,Yes,No,3.8,75,+91 9901999970,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200,Delivery,Banashankari,Low,Good
Firangi Bake,Yes,No,4,53,+91 7710090007,Rajarajeshwari Nagar,Delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",600,Delivery,Banashankari,Medium,Excellent
The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,"+91 9980909054
+91 9845184810",Jayanagar,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",900,Delivery,Banashankari,Premium,Excellent
Hara Fine Dine,Yes,Yes,4,633,"080 42112211
+91 9880412211",Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",800,Delivery,Banashankari,Premium,Excellent
Chocoberry,Yes,No,3.5,56,+91 9742644747,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400,Delivery,Banashankari,Medium,Good
Waffle-A-Go Go,Yes,No,3.9,70,+91 9900281611,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400,Delivery,Banashankari,Medium,Good
Cross Road Cafe,Yes,No,3.9,91,080 41247022,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300,Delivery,Banashankari,Low,Good
Bakers Town,Yes,No,3.8,77,+91 8884550298,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",650,Delivery,Banashankari,Medium,Good
Ivy,Yes,No,3.8,210,080 42292888,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600,Delivery,Banashankari,Medium,Good
The Airos,Yes,No,4.1,130,+91 7026390001,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650,Delivery,Banashankari,Medium,Excellent
Chai Kraft,Yes,No,4.1,30,+91 9946666099,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100,Delivery,Banashankari,Low,Excellent
Kirthi's Biryani,Yes,No,3.8,144,"080 26711554
+91 9741406338",Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700,Delivery,Banashankari,Medium,Good
The Trundle,Yes,No,3.7,133,+91 9986520008,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700,Delivery,Banashankari,Medium,Good
The Krishna Grand Xpress,Yes,No,4,136,+91 9845108265,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350,Delivery,Banashankari,Medium,Excellent
Udupi Grand,Yes,No,3.8,74,"+91 9242115999
+91 9591322733",Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300,Delivery,Banashankari,Low,Good
Little Cafe,Yes,No,3.7,54,+91 9741248269,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600,Delivery,Banashankari,Medium,Good
1980s Games Cafe,Yes,No,3.4,58,080 41677077,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400,Delivery,Banashankari,Medium,Good
Kadala Tarangaa,Yes,No,3.6,129,"+91 9743491480
+91 9483528275",Banashankari,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",600,Delivery,Banashankari,Medium,Good
As On Fire,Yes,No,3.5,41,+91 9731111852,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",400,Delivery,Banashankari,Medium,Good
Curry Leaves,Yes,No,4.1,176,"+91 8048666976
+91 8026760130",Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800,Delivery,Banashankari,Premium,Excellent
Magic Meals,Yes,No,3.7,47,"+91 9986281317
+91 8970050267",Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",400,Delivery,Banashankari,Medium,Good
Desi Cream Junction,Yes,Yes,3.7,36,"+91 9342943356
+91 9880988500",Jayanagar,Casual Dining,Vegetarian,"Chinese, North Indian, Pizza, Italian",650,Delivery,Banashankari,Medium,Good
Eat Repeat,Yes,No,3.9,101,"+91 9945607074
+91 9880308011",Basavanagudi,Quick Bites,"Sweet Pongal, Curd Rice",South Indian,150,Delivery,Banashankari,Low,Good
Salut,Yes,Yes,4.1,442,"+91 8971285555
080 49709755",Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza",1200,Delivery,Banashankari,Premium,Excellent
Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,00 09945784161,Jayanagar,Quick Bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",250,Delivery,Banashankari,Low,Good
Food Springs,Yes,No,4,232,080 42010153,Jayanagar,Quick Bites,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",400,Delivery,Banashankari,Medium,Excellent
Chung's Chinese Corner,Yes,No,3.9,221,"080 26644700
080 41211700",Jayanagar,Casual Dining,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",Chinese,700,Delivery,Banashankari,Medium,Good
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,"080 22452202
080 22452203",Jayanagar,"Casual Dining, Bar","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","Italian, Fast Food, Salad, BBQ",1200,Delivery,Banashankari,Premium,Excellent
Goli Vada Pav No. 1,Yes,No,3.7,93,"+91 9845208282
+91 9538308282",Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,200,Delivery,Banashankari,Low,Good
Ragoo's,Yes,No,3.9,233,"080 26762888
080 26763888",Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",800,Delivery,Banashankari,Premium,Good
Pure & Natural,Yes,No,3.9,211,"+91 9880372471
080 26633304",Jayanagar,Casual Dining,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Fast Food, Continental, Beverages, Salad, Healthy Food",500,Delivery,Banashankari,Medium,Good
Maiyas,Yes,No,4,1778,+91 9632411352,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200,Delivery,Banashankari,Low,Excellent
Sip n Dine,Yes,No,3.6,218,"+91 9741464017
080 23402484",Vijay Nagar,Casual Dining,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian",800,Delivery,Banashankari,Premium,Good
Cafe Mondo,Yes,No,3.7,514,080 42088686,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600,Delivery,Banashankari,Medium,Good
Jalpaan,Yes,Yes,4,866,"080 26761992
+91 9591996826",Jayanagar,Casual Dining,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental",900,Delivery,Banashankari,Premium,Excellent
Kataria's Pakwan,Yes,No,3.2,96,+91 9845089103,Kumaraswamy Layout,Quick Bites,"Paratha, Lassi, Manchurian, Thali",North Indian,400,Delivery,Banashankari,Medium,Good
Juicy Momos,Yes,No,3.5,80,+91 9538550509,Banashankari,Quick Bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",250,Delivery,Banashankari,Low,Good
Amande Patisserie,Yes,No,4,73,080 26761080,Basavanagudi,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",300,Delivery,Banashankari,Low,Excellent
Anand Sweets and Savouries,Yes,No,3.9,84,080 22446973,Jayanagar,Sweet Shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",400,Delivery,Banashankari,Medium,Good
Chicken Hunt,Yes,No,3.5,88,"+91 8762427116
+91 9591490143",Banashankari,Quick Bites,Chicken Grill,"South Indian, North Indian, Chinese, Biryani",350,Delivery,Banashankari,Medium,Good
Swadesh Tadka,Yes,No,3.5,179,"080 42151252
+91 9886681252",Banashankari,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",600,Delivery,Banashankari,Medium,Good
Cane-O-La,Yes,No,3.8,61,080 22977700,Basavanagudi,Quick Bites,"Sugarcane Juice, Popcorn",Juices,100,Delivery,Banashankari,Low,Good
New Biryani Mane,Yes,No,3.7,128,"+91 9241593725
+91 9880150550",Uttarahalli,Casual Dining,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti","North Indian, Chinese, Biryani, South Indian",450,Delivery,Banashankari,Medium,Good
Upahara Darshini,Yes,No,3.8,339,+91 9980919186,Jayanagar,Quick Bites,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli","South Indian, North Indian, Chinese",400,Delivery,Banashankari,Medium,Good
Karnataka Bhel House,Yes,No,4.1,449,+91 9845100870,Basavanagudi,Quick Bites,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",Street Food,100,Delivery,Banashankari,Low,Excellent
Sreeraj Lassi Bar,Yes,No,4.1,210,080 42198037,Jayanagar,"Dessert Parlor, Beverage Shop","Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",Beverages,150,Delivery,Banashankari,Low,Excellent
Bunt's Biriyani Palace,Yes,No,3,213,"080 26697231
+91 8711090256",Banashankari,Quick Bites,"Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood",400,Delivery,Banashankari,Medium,Good
Chai Point,Yes,No,3.2,208,+91 8880141000,Jayanagar,"Beverage Shop, Quick Bites","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food",250,Delivery,Banashankari,Low,Good
Janahaar,Yes,No,3.8,70,+91 9740290589,Banashankari,Quick Bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,100,Delivery,Banashankari,Low,Good
Redberrys,Yes,No,4,219,+91 9148421256,Basavanagudi,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600,Delivery,Banashankari,Medium,Excellent
Utsav,Yes,No,3.7,59,+91 9632695401,Banashankari,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",200,Delivery,Banashankari,Low,Good
The Spice Saga,Yes,No,3.7,124,+91 7397773606,Kumaraswamy Layout,Casual Dining,"Biryani, Chicken Grill, Butter Chicken","Biryani, North Indian, Chinese, Seafood",750,Delivery,Banashankari,Premium,Good
Jalsa,Yes,Yes,4.1,775,"080 42297555
+91 9743772233",Banashankari,Casual Dining,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese",800,Delivery,Banashankari,Premium,Excellent
